rank	chr	pos	variant	consequence_protein	Gene	abc_s	abc_s_CImin	abc_s_CImax	cnn_s	cnn_s_CImin	cnn_s_CImax	abc_t	abc_t_CImin	abc_t_CImax	cnn_t	cnn_t_CImin	cnn_t_CImax	failure	overlap_s	overlap_t	overlap_BA	ABC_s_CIextent	CNN_s_CIextent	ABC_t_CIextent	CNN_t_CIextent	JOB_ID	s_CORREL_CNN	s_CORREL_ABC	s_RMSE_CNN	s_RMSE_ABC	t_CORREL_CNN	t_CORREL_ABC	t_RMSE_CNN	t_RMSE_ABC
58	10	118977123	rs2619105	intergenic_region	KCNK18-RP11-501J20.5	0.0173525034821562	0.00621684233199011	0.0466020790211959	0.00663955	0	0.026	1566.9683262805	-1220.2067366765	7243.6865735	1844.297375	1337.50000000001	5712.50000000001	0	1	1	1	0.0403852366892058	0.026	8463.8933101765	4375	JOB_72	0.921	0.825	0.044	0.071	0.777	0.54	0.258	0.393
57	4	42041692	rs36083353	intron_variant	SLC30A9	0.0149935824765003	0.00452929185020524	0.0386328262688692	0.02363454	0.007	0.055	5228.684508973	1763.505879946	10261.0478576068	3706.181	1337.50000000001	9037.49999999999	0	1	1	0	0.034103534418664	0.048	8497.54197766076	7699.99999999999	JOB_73	0.827	0.771	0.065	0.087	0.585	0.447	0.334	0.435
14	9	2968107	rs3858036	intron_variant	CARM1P1	0.0218577157292155	0.0100822683679035	0.0384739502067195	0.02179692	0.008	0.04	3624.38988350576	851.992460077994	9028.77841048425	2105.019375	1337.50000000001	5012.5	0	1	1	1	0.028391681838816	0.032	8176.78595040626	3675	JOB_74	0.863	0.802	0.048	0.071	0.728	0.505	0.281	0.413
38	6	117868051	rs389663	downstream_gene_variant	DCBLD1	0.0162962720920812	0.0082160249489966	0.0355899485479334	0.01875651	0.005	0.04	4835.166579972	861.459925549994	9992.16262383325	2459.205375	1337.50000000001	9212.50000000001	0	1	1	0	0.0273739235989368	0.035	9130.70269828326	7875	JOB_75	0.88	0.83	0.048	0.065	0.702	0.568	0.276	0.382
51	9	99088478	rs4405041	upstream_gene_variant	SLC35D2	0.0198523908828029	0.00492572034123494	0.0520046847539625	0.00492417	0.001	0.012	4540.7039964315	2419.02117977	11654.5054805433	5888.1265	1512.5	10000	0	0	1	1	0.0470789644127276	0.011	9235.48430077325	8487.5	JOB_76	0.876	0.804	0.047	0.076	0.607	0.482	0.333	0.449
42	4	189987905	rs4863449	intergenic_region	RP11-818C3.1-RP11-706F1.1	0.0169153126592334	0.00741890510353685	0.0340511005819898	0.02292705	0.005	0.041	1403.41509342974	-1314.64354187599	7241.6522893035	1611.274375	1337.50000000001	2737.5	0	1	1	1	0.0266321954784529	0.036	8556.2958311795	1399.99999999999	JOB_77	0.912	0.81	0.051	0.074	0.707	0.574	0.296	0.373
66	10	48402818	rs4922511	intergenic_region	RBP3-GDF2	0.0188976138791794	0.00756554824422058	0.0354184628724901	0.01709583	0.002	0.046	1423.78177213325	-861.965136921754	8261.5054633135	2607.9475	1337.50000000001	8775.00000000001	0	1	1	1	0.0278529146282695	0.044	9123.47060023525	7437.5	JOB_78	0.904	0.844	0.044	0.062	0.709	0.583	0.267	0.379
81	9	22796540	rs586554	intron_variant	RP11-399D6.2	0.00865767747559473	0.00328000404943917	0.0260931286121865	0.01121399	0.005	0.021	3738.67557560175	1059.44815393924	9429.76616681651	4126.95625	2037.49999999999	8250	0	1	1	1	0.0228131245627473	0.016	8370.31801287726	6212.50000000001	JOB_79	0.906	0.858	0.041	0.064	0.627	0.513	0.322	0.415
20	6	10231925	rs6900553	intergenic_region	RNU6ATAC21P-RP1-290I10.2	0.0293478782523517	0.0108935510800662	0.0564889857196234	0.02686746	0.003	0.075	3375.92643456151	-245.954145314499	7889.46522293	2961.026625	1337.50000000001	8775.00000000001	0	1	1	1	0.0455954346395572	0.072	8135.4193682445	7437.5	JOB_80	0.858	0.829	0.051	0.075	0.692	0.528	0.298	0.39
79	11	2117403	rs11042594	intergenic_region	H19-IGF2	0.0139287872553828	0.00624775836852901	0.0343751464450481	0.00872069	0.003	0.019	8666.50195202951	3473.0732946595	11854.591416917	6729.858125	1337.50000000001	10000	0	1	1	1	0.0281273880765191	0.016	8381.5181222575	8662.49999999999	JOB_81	0.879	0.849	0.04	0.067	0.723	0.577	0.294	0.381
64	12	128441207	rs11059425	intergenic_region	LINC00507-RP11-349K16.1	0.0168691209034797	0.0056232483750297	0.048169810296595	0.01054196	0	0.036	631.666062136745	-2280.467078488	6548.28293268174	2870.913875	1337.50000000001	9474.99999999999	0	1	1	1	0.0425465619215653	0.036	8828.75001116974	8137.49999999999	JOB_82	0.851	0.827	0.051	0.063	0.7	0.571	0.298	0.382
5	4	38765720	rs10008492	intergenic_region	RNA5SP158-TLR10	0.029470753446016	0.0220922182810718	0.0437484212613955	0.02703773	0.021	0.034	6363.0731636795	4540.28391654725	9901.73838212725	8841.58575	7025.00000000001	10000	0	1	1	1	0.0216562029803237	0.013	5361.45446558	2974.99999999999	JOB_83	0.881	0.88	0.057	0.073	0.754	0.547	0.28	0.402
52	14	77825746	rs8022676	upstream_gene_variant	RP11-493G17.4	0.0162578145511576	0.00565291575699384	0.0293046942544709	0.01529471	0.002	0.034	2046.884663367	-1137.3612187315	7890.32855309325	2055.67025	1337.50000000001	7462.50000000001	0	1	1	1	0.0236517784974771	0.032	9027.68977182475	6125	JOB_84	0.883	0.822	0.049	0.07	0.68	0.546	0.296	0.38
74	16	83270541	rs11150556	intron_variant	CDH13	0.0104705370594614	0.00430125911026671	0.0259565929078621	0.00993153	0	0.04	1703.5484494765	-348.350780747751	9034.44936236575	4552.653375	1337.50000000001	9737.5	0	1	1	0	0.0216553337975954	0.04	9382.8001431135	8399.99999999999	JOB_85	0.865	0.825	0.053	0.063	0.715	0.5	0.31	0.421
35	10	99517616	rs11189359	intron_variant	ZFYVE27	0.022260061557531	0.0104416602882961	0.052049218835902	0.00904759	0	0.032	1383.10398079651	-1557.02805316425	7164.6399931625	2822.04075	1337.50000000001	8775.00000000001	0	1	1	1	0.0416075585476059	0.032	8721.66804632674	7437.5	JOB_86	0.913	0.837	0.041	0.064	0.687	0.563	0.295	0.388
70	7	114229139	rs1229758	intron_variant	FOXP2	0.015634741849849	0.00714376616988069	0.059107015194204	0.01403578	0.009	0.021	5699.946319503	2675.18658456351	10734.2102472593	6780.303625	3525.00000000001	10000	0	1	1	1	0.0519632490243233	0.012	8059.02366269575	6474.99999999999	JOB_87	0.885	0.835	0.066	0.11	0.624	0.418	0.345	0.486
83	7	155417249	rs12666876	intron_variant	AC009403.2	0.0146396124733539	0.00590351301304098	0.0346739579113019	0.01113539	0.003	0.025	2665.6949185675	-182.658647845003	8598.071231311	3963.258625	1337.50000000001	9212.50000000001	0	1	1	1	0.0287704448982609	0.022	8780.729879156	7875	JOB_88	0.872	0.828	0.045	0.068	0.682	0.518	0.292	0.405
49	16	87224293	rs12711473	intron_variant	C16orf95	0.0165471633028443	0.00666984605574909	0.03684828173525	0.01495704	0.003	0.033	4662.835269754	1535.88488312499	10469.236717826	2643.072625	1337.50000000001	8250	0	1	1	0	0.0301784356795009	0.03	8933.35183470101	6912.49999999999	JOB_89	0.854	0.829	0.052	0.077	0.649	0.533	0.326	0.401
